SCRUB_ZIP_CODE,COUNTRY,DATE_VALID_STD,DOY_STD,MIN_TEMPERATURE_AIR_2M_F,AVG_TEMPERATURE_AIR_2M_F,MAX_TEMPERATURE_AIR_2M_F,MIN_TEMPERATURE_WETBULB_2M_F,AVG_TEMPERATURE_WETBULB_2M_F,MAX_TEMPERATURE_WETBULB_2M_F,MIN_TEMPERATURE_DEWPOINT_2M_F,AVG_TEMPERATURE_DEWPOINT_2M_F,MAX_TEMPERATURE_DEWPOINT_2M_F,MIN_TEMPERATURE_FEELSLIKE_2M_F,AVG_TEMPERATURE_FEELSLIKE_2M_F,MAX_TEMPERATURE_FEELSLIKE_2M_F,MIN_TEMPERATURE_WINDCHILL_2M_F,AVG_TEMPERATURE_WINDCHILL_2M_F,MAX_TEMPERATURE_WINDCHILL_2M_F,MIN_TEMPERATURE_HEATINDEX_2M_F,AVG_TEMPERATURE_HEATINDEX_2M_F,MAX_TEMPERATURE_HEATINDEX_2M_F,MIN_HUMIDITY_RELATIVE_2M_PCT,AVG_HUMIDITY_RELATIVE_2M_PCT,MAX_HUMIDITY_RELATIVE_2M_PCT,MIN_HUMIDITY_SPECIFIC_2M_GPKG,AVG_HUMIDITY_SPECIFIC_2M_GPKG,MAX_HUMIDITY_SPECIFIC_2M_GPKG,MIN_PRESSURE_2M_MB,AVG_PRESSURE_2M_MB,MAX_PRESSURE_2M_MB,MIN_PRESSURE_MEAN_SEA_LEVEL_MB,AVG_PRESSURE_MEAN_SEA_LEVEL_MB,MAX_PRESSURE_MEAN_SEA_LEVEL_MB,MIN_WIND_SPEED_10M_MPH,AVG_WIND_SPEED_10M_MPH,MAX_WIND_SPEED_10M_MPH,AVG_WIND_DIRECTION_10M_DEG,MIN_WIND_SPEED_80M_MPH,AVG_WIND_SPEED_80M_MPH,MAX_WIND_SPEED_80M_MPH,AVG_WIND_DIRECTION_80M_DEG,MIN_WIND_SPEED_100M_MPH,AVG_WIND_SPEED_100M_MPH,MAX_WIND_SPEED_100M_MPH,AVG_WIND_DIRECTION_100M_DEG,TOT_PRECIPITATION_IN,TOT_SNOWFALL_IN,MIN_CLOUD_COVER_TOT_PCT,AVG_CLOUD_COVER_TOT_PCT,MAX_CLOUD_COVER_TOT_PCT,MIN_RADIATION_SOLAR_TOTAL_WPM2,AVG_RADIATION_SOLAR_TOTAL_WPM2,MAX_RADIATION_SOLAR_TOTAL_WPM2,TOT_RADIATION_SOLAR_TOTAL_WPM2,PROBABILITY_OF_PRECIPITATION_PCT,PROBABILITY_OF_SNOW_PCT
1,US,9/10/2021,253,53.9,64.6,75.7,50.3,57,62.8,47,51.4,57.9,53.4,65.5,77.1,53.4,64.5,75.5,54.2,65.6,77.1,45,64,81,7,8.3,10.5,987,988.6,990.2,1017.4,1018.9,1020.6,0.8,4,7.3,97,1,5.4,14.2,110,0.9,5.6,15.3,113,0,0,0,7,76,0,257.4,828.3,6175.8,0,0
1,US,9/11/2021,254,56.8,68.8,81,54.8,61.9,69.3,52.1,57.8,63.4,57,70.7,82.4,55.6,68.4,80.8,57,70.7,82.4,51,69,90,8.4,10.5,12.8,987,988.7,990.4,1016.9,1018.9,1020.6,6.8,11.4,15.4,193,14.2,18.7,23.9,197,15.6,19.8,25.2,198,0,0,0,45,100,0,212,783.4,5087.4,0,0
1,US,9/12/2021,255,64.5,73.6,85.1,59.3,65.5,71.9,55.6,60.9,67.8,64.5,75.4,87.4,64.5,73.6,85,64.5,75.4,87.4,47,65,82,9.6,11.7,14.9,988.8,990.2,991.5,1018.8,1020.3,1021.6,7,11.2,14,214,15,18.8,21.1,216,16.2,20,22.4,217,0,0,0,14,91,0,247.8,803.7,5947.7,0,0
1,US,9/13/2021,256,64.2,74.8,85,63.2,67.4,71.9,62,63.5,65.9,64.3,76.4,87,64.3,74.8,85,64.3,76.4,87,47,70,94,12.2,12.8,14.1,986.8,989.3,991.5,1016.5,1019.3,1021.7,4,8,11,201,6.6,13.6,17.9,207,7,14.7,20.1,209,0,0,0,17,100,0,245.1,800.1,5881.9,5,0
1,US,9/14/2021,257,65.6,74.5,83.4,64.2,68.1,72.5,62.7,65,68.8,66.1,76.6,85.4,66.1,74.5,82.8,66.1,76.6,85.4,56,73,91,12.4,13.5,15.5,983,985.4,987.4,1012.8,1015.3,1017.4,6.7,9.3,12.4,196,13.1,15.5,18.1,202,13.8,16.5,19.6,203,0.03,0,3,61,100,0,219.9,708.1,5277.5,48,0
1,US,9/15/2021,258,53,65.1,78.3,53.2,63.5,68,52.6,62.6,67.4,52.1,65.4,76.3,52.1,64.8,72.1,54.1,65.7,76.3,80,92,97,8.6,12.5,14.7,980.9,983,986.3,1011,1013.2,1017,5.2,10.2,14.3,226,8,16.6,20.6,233,8.5,17.5,21.2,234,1.2,0,15,70,100,0,58.5,188.2,1403.6,42,0
1,US,9/16/2021,259,48.3,59.1,71.7,47.8,53.6,59.1,46.9,49.1,51.9,45.7,59,75.6,45.7,57.9,71.2,48.9,60.3,75.6,43,73,96,6.9,7.6,8.4,986.6,988.5,989.8,1017.3,1019.1,1020.2,7,8,9.8,36,11.3,14,15.9,38,11.5,15,17.7,39,0,0,0,3,33,0,256.4,780.5,6153,30,0
1,US,9/17/2021,260,50.2,61.1,74.4,49.6,54.3,60.3,44.4,48.7,52.3,49.1,60.9,76.1,49.1,60.1,74.1,51.3,61.8,76.1,41,66,90,6.3,7.5,8.5,988,989.3,990.7,1018.1,1019.8,1021.1,3.3,5.5,7.7,69,3.8,8.3,15,73,3.8,8.6,15.9,74,0,0,0,0,0,0,250.9,764.2,6021.4,20,0
1,US,9/18/2021,261,52.2,64.3,78,50.3,56.6,63.5,47.3,50.9,54.1,51.7,64,78.4,51.7,63.7,77.9,53.3,64.5,78.4,42,64,82,7,8.1,9.1,987.3,988.6,990.1,1017.3,1019,1020.8,5.5,7,8.9,129,8.2,11,15.3,134,8.4,11.5,16.1,135,0,0,0,0,0,0,247.6,756.2,5943,15,0
1,US,9/19/2021,262,58.9,70.7,84,55.1,63.3,69.4,50.5,59.1,62.9,59.6,71.8,84.6,58.6,70.5,83.8,59.6,71.8,84.6,46,68,89,7.9,11.1,12.5,987,988,989.1,1016.7,1018.1,1019.2,6.8,7.9,10.5,175,10.3,14.2,17.6,182,10.6,15.2,19.6,183,0,0,0,0,4,0,240.1,738.2,5762.3,15,0
1,US,9/20/2021,263,64.5,74.7,85.5,61.5,65.8,70.7,58.3,60.9,63.6,64.8,76.1,86.4,64.8,74.7,85.3,64.8,76.1,86.4,46,64,83,10.7,11.7,13,988.4,989.8,991.7,1018.3,1019.8,1021.8,5.9,7.2,9.2,160,8.9,11.6,15.2,165,9.1,12.2,16.7,167,0,0,0,15,73,0,231.1,717.5,5545.4,24,0
1,US,9/21/2021,264,64.8,74.4,85.4,59.7,64.5,70.3,55,58.6,63.4,65.7,76.4,85.4,65.7,74.4,85.2,65.7,76.4,85.4,41,59,75,9.5,10.9,12.9,985,987,988.7,1014.7,1016.9,1018.8,3.7,5.1,6.9,137,3.6,8.1,13.2,145,3,8.5,14.3,147,0,0,0,36,87,0,228.1,713.1,5474.6,25,0
1,US,9/22/2021,265,63.9,71.8,84.2,58.7,63.6,67.9,54.8,58.7,62.5,64.3,73.4,83.8,64.3,71.8,83.8,64.3,73.4,83.8,42,64,79,9.4,10.9,12.4,984.2,984.9,985.6,1014,1014.8,1015.6,1.4,6.9,12,125,3.6,11.7,15.8,133,3.9,12.3,16.2,135,0,0,10,85,100,0,155.2,651.2,3724.4,25,0
1,US,9/23/2021,266,62.8,65.7,72.6,61.7,63.3,64.7,57.5,61.9,64.6,63.3,65.7,68.5,63.3,65.7,68.5,63.3,65.7,68.5,68,88,99,10.3,12.1,13.2,981.6,983,984.3,1011.7,1013.1,1014.3,1.6,6.5,12.9,144,3.8,11,20.5,146,4.4,11.7,21.4,147,0.63,0,85,99,100,0,7.7,24.9,184.6,20,0
1,US,9/24/2021,267,56.3,67.5,78.4,55.3,61.6,66.9,54.3,58.1,61.8,56.7,68.6,79.8,55.2,67.3,78.2,56.7,68.6,79.8,51,74,97,9.1,10.6,12,984.1,985.4,987,1014,1015.6,1017.2,5.2,10.4,14.4,184,6.9,16.6,21.9,188,7.1,17.5,23.4,189,0,0,0,13,78,0,225.8,706.2,5420.1,25,0
2,US,9/10/2021,253,57.6,65.1,75.7,53.3,57.1,61.1,48.6,50.8,52.9,57.8,65.8,76.6,55.8,64.8,75.5,57.8,65.8,76.6,39,62,79,7.4,7.9,8.6,1000.2,1004.6,1009.2,1012.2,1016.6,1021.3,2.9,8.8,13.9,327,5,15,20.6,328,5.5,16,21.3,328,0,0,0,0,0,0,265.1,843,6362.9,0,0
2,US,9/11/2021,254,55.4,67.8,80.2,51.5,58.4,64.2,48,51.2,54.7,55.5,68.4,80.2,56.5,68.1,80.2,55.5,68.4,80.2,37,58,76,7,8.1,9.2,1007.8,1009.7,1012.1,1019.7,1021.8,1024.2,1.6,5.2,8.9,201,1.9,8.7,14.1,200,1.9,9.2,15.9,200,0,0,0,5,85,0,259.4,829.3,6225.3,0,0
2,US,9/12/2021,255,58.7,74.9,90.6,54.7,63.7,71.1,51.5,56.5,62.6,58.9,75.8,90.6,58.7,74.9,90.6,58.9,75.8,90.6,33,56,77,8.1,9.9,12.3,1006.1,1008.3,1009.9,1017.9,1020.3,1022,2.2,5.4,9.1,215,4.4,9.1,13.1,223,5.3,9.7,14.1,225,0,0,3,30,100,0,251.6,807.7,6038.2,5,0
2,US,9/13/2021,256,69.1,79.8,92.5,63.1,68.4,73.6,59.4,62.1,66.1,69.3,82,93.3,69.1,79.8,92.5,69.3,82,93.3,35,57,74,10.8,12.1,14,1005.3,1007.4,1009.2,1017,1019.3,1021.2,1.2,4.8,8.7,291,3.3,7.9,13.2,283,3.7,8.4,13.6,282,0.01,0,0,20,100,0,249.3,801.8,5984.4,5,0
2,US,9/14/2021,257,68.9,80,92.5,65.1,68.7,72.3,59.7,62.5,65.6,69.1,82.2,93.2,68.9,80,92.4,69.1,82.2,93.2,35,58,83,11,12.3,13.5,1002.8,1005.2,1007.3,1014.6,1017.1,1019.2,0.2,5,9,183,0.3,8.4,16.4,182,0.1,8.9,17.5,182,0.01,0,2,51,100,0,245,788.3,5879.4,10,0
2,US,9/15/2021,258,64.9,77,88.9,60.8,65.1,68.9,52.6,57,66.1,66.7,78,88.2,66.7,77,88.2,66.7,78,88.2,30,53,79,8.6,10.2,13.8,1001.2,1003.3,1005,1013,1015.2,1017,6.4,9.6,11.9,180,12,16.4,20.3,183,13.2,17.3,21.4,184,0,0,0,18,100,0,254,794.6,6095.4,26,0
2,US,9/16/2021,259,61.5,68.3,78.3,60,65.9,68.2,58.7,64.7,67.6,62.2,69.1,77,62.2,68.3,73.3,62.2,69.1,77,74,89,98,10.5,13.1,14.4,1001.5,1003,1004.8,1013.4,1014.9,1016.8,2.8,6.5,9.7,335,4.8,11.1,17.2,334,5.2,11.7,18.2,334,0.33,0,2,89,100,0,74.2,293.4,1780.6,25,0
2,US,9/17/2021,260,57,65.5,76,53.9,58,61.7,49.8,52.2,58,58.7,65.9,76.8,57.2,65.1,75.5,58.7,65.9,76.8,41,65,90,7.6,8.4,10.3,1002.5,1003.8,1005.7,1014.4,1015.8,1017.8,4.2,8.7,12.5,333,9.7,15.2,19.1,337,10.7,16.2,19.6,337,0,0,0,22,100,0,251.4,791.6,6033.3,25,0
2,US,9/18/2021,261,54.7,66.9,80.4,52.4,57.7,63,46.8,50.1,53.3,55.1,67.2,79.7,55,66.7,79.7,56.1,67.3,79.7,31,58,79,6.9,7.7,8.7,1006,1007.7,1009.6,1018.2,1019.7,1021.7,2.9,5.4,8,338,3.4,9,12.7,340,3.4,9.6,14.2,341,0,0,0,0,0,0,252.9,798.1,6070.1,15,0
2,US,9/19/2021,262,58,70.6,85.4,54.5,60.6,66.3,50.8,53.2,56.1,59.1,71.4,84.6,60,70.7,84.6,59.1,71.4,84.6,33,57,76,7.9,8.7,9.6,1009.1,1010.6,1012.1,1021.1,1022.6,1024.2,2,3.6,6.1,120,2.5,5.9,12.5,130,2.5,6.3,13.6,130,0,0,0,0,0,0,245.3,777,5888.1,20,0
2,US,9/20/2021,263,60.5,71.1,84.5,58.7,62.6,66.3,53.6,56.8,60.4,61.3,72,83.5,61.3,71.1,83.5,61.3,72,83.5,36,64,86,8.9,9.9,11.2,1010.8,1012.3,1014,1022.9,1024.3,1026.1,0.4,3.8,8,72,1.2,6,11.4,88,1.6,6.4,11.6,90,0,0,0,0,0,0,241,766.8,5783.7,15,0
2,US,9/21/2021,264,60.3,69.5,81.4,60.1,62.3,64.6,49.8,57.2,61.4,61.9,69.9,80.8,61.9,69.5,80.8,61.9,69.9,80.8,34,69,95,7.7,10.1,11.5,1005,1007.7,1010.7,1016.9,1019.7,1022.8,3,6.5,9.1,14,4.8,10.9,13,22,5.4,11.5,13.9,23,0,0,0,2,6,0,242.2,775,5812.3,25,0
2,US,9/22/2021,265,60.4,71.5,84.6,59.3,63.6,67.9,57.5,58.8,62.1,61,72.3,83.8,61,71.5,83.8,61,72.3,83.8,42,68,91,10.2,10.6,11.9,1003.3,1005.1,1006,1015.1,1017.1,1018,1.5,3.9,5.4,357,3.5,6.3,10.3,1,4,6.7,11.1,3,0,0,0,0,0,0,233.6,748.5,5606.1,25,0
2,US,9/23/2021,266,63.6,74.6,86.9,62.9,66.2,69.8,56.6,61.4,64.9,64.5,75.8,86.2,64.5,74.6,86.2,64.5,75.8,86.2,37,67,92,10,11.7,13.2,1002.8,1004.9,1006.1,1014.6,1016.9,1018.1,0.4,3.2,6.6,113,1.4,5.2,12.2,122,1.4,5.6,13.1,123,0,0,0,17,48,0,229.3,741.1,5504,15,0
2,US,9/24/2021,267,65.7,69.7,76.9,63.6,65.9,68.2,61.6,63.9,64.9,66.4,71.2,77.9,66.4,69.7,74.8,66.4,71.2,77.9,71,82,93,11.7,12.7,13.2,1005.5,1007.6,1008.5,1017.5,1019.6,1020.6,1.9,3.1,5.2,168,2.9,5.1,7.3,168,3,5.4,7.5,168,0,0,51,94,100,0,62.2,192.2,1492,15,0
3,US,9/10/2021,253,55.6,65.8,77.2,53.8,59.2,64.7,52.4,54.8,60.6,55.8,66.7,78.2,55.8,66.1,77.1,55.8,66.7,78.2,46,70,89,8.5,9.3,11.5,990.1,992.2,993.8,1017.2,1019.2,1020.7,0.5,2.7,5.5,27,1.8,4,6.1,38,2,4.2,6.3,38,0,0,0,0,0,0,270.6,871.2,6493.5,0,0
3,US,9/11/2021,254,57.7,68.9,81,55.2,61.9,68.3,53.3,57.5,64.3,57.9,69.5,81.3,57.8,69.1,80.9,57.9,69.5,81.3,44,69,87,8.7,10.3,13.1,993.1,994.4,996,1020.2,1021.4,1022.9,2.5,5,8.1,181,3.8,8.1,11.2,185,4,8.6,13,186,0,0,0,0,0,0,267.7,864.7,6425.2,0,0
3,US,9/12/2021,255,62.7,72.8,84.7,59.1,65.7,72.1,56.6,62,68.6,62.9,74.4,86.7,62.9,72.8,84.7,62.9,74.4,86.7,51,70,81,9.9,12.1,15.2,994.8,996,997.6,1021.4,1022.9,1024.5,3.4,5.9,9.2,179,6.5,9.9,13.2,183,7.1,10.8,13.6,184,0,0,0,0,0,0,259.1,841,6219,0,0
3,US,9/13/2021,256,65,73.8,84.9,61.1,66.5,72.8,58.5,62.8,68.6,65.3,75.4,86.7,65.3,73.8,84.9,65.3,75.4,86.7,49,70,84,10.6,12.5,15.3,991.4,993.6,995.9,1017.9,1020.4,1022.8,2.8,4.4,6,177,4.6,7.2,10.8,182,5,7.8,12.3,184,0,0,0,49,100,0,232.2,787.1,5572.8,13,0
3,US,9/14/2021,257,65.2,71.6,81.1,61.3,66.4,70.9,58.9,63.8,68.4,65.4,73.1,82.1,65.4,71.6,80.3,65.4,73.1,82.1,57,77,96,10.8,12.9,15.1,988.4,990,991.8,1015,1016.8,1018.6,2.9,5.5,9.7,186,5.2,9.4,14.1,190,5.7,10.1,14.6,191,0,0,0,49,99,0,208.9,724,5014.4,25,0
3,US,9/15/2021,258,65.7,70,77,65.2,68,72,64.7,67,70.6,66.3,71.5,79.4,66.3,70,76.1,66.3,71.5,79.4,77,91,100,13.2,14.4,16.3,986,987.8,989.1,1012.6,1014.5,1015.9,2.5,5.3,9.3,205,5.4,9.5,13.8,211,5.9,10.3,14.1,212,0.53,0,50,90,100,0,153.7,495.2,3687.8,45,0
3,US,9/16/2021,259,56.8,66,77.2,55.5,62.4,66.6,54.6,60.3,65.2,56.8,66.6,78.6,56.9,66,76.5,56.8,66.6,78.6,57,84,99,9.2,11.4,13.5,988,989.2,990.5,1014.8,1016.1,1017.4,3.7,7,9.8,12,8.4,12.3,15.6,19,9.2,13.3,17.4,20,0.12,0,0,62,100,0,156.5,513.3,3755.4,29,0
3,US,9/17/2021,260,54.3,65.2,79.1,54.2,59.5,65.4,53.4,55.9,58.1,54.6,65.5,79.2,54.6,65.2,78.3,54.9,65.5,79.2,47,74,96,8.8,9.7,10.5,989,990.2,991.6,1015.6,1017.2,1018.5,2.5,4.6,6.7,21,6.2,8.5,11.1,36,6.8,9.5,12.2,38,0,0,0,0,0,0,261.8,793.7,6283.4,25,0
3,US,9/18/2021,261,58.7,70.3,83.3,55.9,63.3,69.3,53.5,59.4,62.8,59.1,71.5,83.8,59.9,70.5,82.6,59.1,71.5,83.8,48,70,87,8.8,11.1,12.5,989.8,990.8,991.9,1016.3,1017.6,1018.7,2.4,4.1,7,170,4.9,7,10.7,170,5.1,7.4,10.9,171,0,0,0,0,1,0,255.1,778.6,6122.3,30,0
3,US,9/19/2021,262,65.6,74.7,87.1,62.5,66.6,70.5,60.1,62.2,65.5,66.5,76.4,87.4,66.5,74.7,86.6,66.5,76.4,87.4,42,67,86,11.2,12.2,13.7,990.8,991.7,992.9,1017.3,1018.5,1019.6,3.3,5.1,6.6,161,7.2,9.1,12.1,163,8,9.8,13.7,164,0,0,0,14,53,0,248.1,759.6,5954.9,40,0
3,US,9/20/2021,263,66.7,75.1,86,60.4,66.8,70.8,56.3,62.4,64.6,66.8,76.9,86.8,66.8,75.1,85.4,66.8,76.9,86.8,47,66,81,9.8,12.3,13.2,991.8,992.8,994.9,1018.5,1019.6,1021.7,3.8,4.9,6.8,158,6.5,8.3,10.5,161,6.9,9,12.4,162,0,0,0,35,92,0,223.3,751.6,5359.9,30,0
3,US,9/21/2021,264,64.7,74.3,84.7,58,64.4,69.9,52.3,58.4,62.2,64.7,76,85.3,64.7,74.3,84.1,64.7,76,85.3,46,58,69,8.5,10.8,12.4,987.8,989.8,991.9,1014.3,1016.5,1018.8,4.6,6,9.1,152,8.5,11,13.1,154,9.3,12,14.5,154,0,0,0,33,100,0,231.8,752.8,5562.7,31,0
3,US,9/22/2021,265,64.9,70.6,78.4,61.4,65,67.5,56.3,61.8,65.3,65,72.6,78.8,65,70.6,76.4,65,72.6,78.8,60,75,94,9.9,12.1,13.5,986,987.1,987.8,1012.9,1013.8,1014.5,3.7,6.6,10,144,8.6,13.2,17.1,146,9.8,14.4,18.2,147,0.18,0,86,98,100,0,58,217.8,1392.3,25,0
3,US,9/23/2021,266,57.3,64.7,69.3,55.2,63.6,68.1,53.7,63,67.9,57.3,64.7,68.6,57.9,64.8,68.6,57.3,64.7,68.6,88,94,97,8.9,12.6,14.8,984,986,988.5,1010.8,1012.8,1015.5,0.7,5.6,9.3,152,2.5,9.9,16.7,153,2.6,10.5,17.8,153,0.68,0,0,71,100,0,19.8,96.4,474.2,15,0
3,US,9/24/2021,267,56.4,68.1,81.9,54.3,61.6,68.3,52.8,57.6,61.3,56.5,68.8,82.1,56.4,68.2,81,56.5,68.8,82.1,44,71,89,8.6,10.4,11.9,988.7,990.6,992.3,1015.7,1017.5,1019.3,3.1,5,6.6,179,4.8,8.3,12.6,186,5.1,8.9,13.7,187,0,0,0,0,0,0,242.3,750.7,5815.7,20,0
4,US,9/10/2021,253,74.4,84.2,94.9,59.9,64.6,69.4,45.5,47.5,50.6,76,84.4,94.7,74.6,84.2,94.7,76,84.4,94.7,20,29,37,6.6,7.2,8.1,995.7,998.2,1000.6,1014.1,1016.8,1019.2,4.2,6.9,9,155,8.3,11,15.4,156,8.9,11.6,16.4,156,0,0,0,0,0,0,279.5,901.8,6708.4,0,0
4,US,9/11/2021,254,74.7,84.8,94.8,60.2,65.4,69.7,46.7,49.5,56.6,76.2,85,94.8,74.9,84.8,94.8,76.2,85,94.8,21,31,43,7,7.8,10,996.3,998.3,1000.4,1014.7,1016.9,1019.1,5.2,7.7,9.3,170,8.9,12.4,16,172,9.3,13.1,17.2,172,0,0,0,0,0,0,278.1,898.2,6674.6,0,0
4,US,9/12/2021,255,74.2,84,93.7,62,66.4,68.5,42.1,52.3,62.3,77.3,84.6,93.7,74.3,84,93.7,77.3,84.6,93.7,17,36,64,5.9,8.8,12.1,996.3,998.5,1000.9,1014.7,1017.1,1019.6,3.7,7.2,9.9,169,8.3,11.3,17,172,9.1,11.9,18,173,0,0,0,1,24,0,278.6,900.9,6685.8,0,0
4,US,9/13/2021,256,75,82.4,94.2,68.4,71.4,73.5,61.4,66,69.6,78.7,85.1,95.6,75.1,82.4,93.8,78.7,85.1,95.6,36,60,83,11.9,14,15.7,992.6,995.5,998.1,1011,1014.1,1016.7,7.6,10.4,16.1,143,10.7,15.6,24.6,145,11,16.1,25.6,145,0,0,0,23,100,0,220.5,872.5,5293,15,0
4,US,9/14/2021,257,74.2,81,89.6,70.3,72,73.8,65.6,67.8,69.8,78.1,84.3,92.4,74.3,81,89.5,78.1,84.3,92.4,45,66,85,13.9,14.9,15.8,989.4,992.1,994.2,1007.7,1010.6,1012.8,6,9.2,13.3,162,8.7,13.8,21.4,164,8.9,14.2,22.4,164,0,0,45,89,100,0,147.8,689.8,3547.6,15,0
4,US,9/15/2021,258,74.6,82.4,89.7,68,70.7,73.2,60.8,64.8,66.3,78.1,84.8,90.9,74.8,82.4,87.8,78.1,84.8,90.9,44,57,75,11.6,13.5,14.2,992.3,994.2,995.8,1010.9,1012.7,1014.4,2.5,6.7,10.7,44,3,9.7,15.4,46,3,10,16,46,0,0,2,53,91,0,207,693.8,4968.8,33,0
4,US,9/16/2021,259,74.2,84.1,93.7,63.1,67.5,71.2,50.8,56.1,65.4,77.1,85,93.6,74.7,84.1,93.6,77.1,85,93.6,25,41,63,8.3,10,13.6,993.7,995.7,998.2,1012.1,1014.2,1016.8,3.2,5.7,7.9,63,5.3,8.9,12.9,68,5.3,9.3,13.5,69,0,0,0,0,3,0,265.8,809,6378.3,20,0
4,US,9/17/2021,260,73.7,84.4,94.8,62.5,67.1,71.4,51.2,55.4,61.2,76.7,85.1,94.8,73.9,84.4,94.8,76.7,85.1,94.8,26,38,52,8.3,9.7,11.9,992.7,995.1,997.8,1011.1,1013.7,1016.5,3.7,7.2,11.1,139,5,11.1,18.8,139,5.1,11.6,19.9,139,0,0,0,28,100,0,252.3,757.9,6055.8,10,0
4,US,9/18/2021,261,76.5,85.6,95.8,65.1,70.7,72.6,54.3,62.1,67.3,79.5,87.3,95.6,76.7,85.6,95.6,79.5,87.3,95.6,25,48,72,9.3,12.4,14.6,991.2,993.5,995.8,1009.5,1012,1014.4,7.1,9.3,13.9,169,10.7,14.4,21.3,172,10.9,15,22.3,172,0,0,0,3,26,0,260,797.3,6239.1,15,0
4,US,9/19/2021,262,76.3,83.9,91.8,72,73,74.1,65.7,67.9,70.1,80.1,87.3,94.6,76.5,83.9,91.3,80.1,87.3,94.6,43,60,81,14,15,16,990.9,992.5,994.5,1009.3,1011,1013.1,8.7,10.4,13.9,159,12.5,16.3,22.8,161,12.8,17,23.9,161,0.03,0,0,41,96,0,170,702,4080.4,5,0
4,US,9/20/2021,263,75.6,81.9,93,72.5,73.4,74.2,66.2,69.6,71.9,79.8,85.8,93.9,75.8,81.9,90.5,79.8,85.8,93.9,45,68,87,14.3,15.9,17,990.1,992.5,994.6,1008.6,1011.1,1013.1,9.1,11.3,13.9,155,13.7,17.7,21.5,157,14,18.4,22.4,158,0.13,0,1,62,99,0,153.1,590.6,3675.1,15,0
4,US,9/21/2021,264,68.3,73,79.7,57.5,63.7,71,47.5,57,69.2,69.1,75.4,79.5,69.1,73,79.5,69.1,75.4,79.5,39,60,89,7.1,10.4,15.5,993.5,995.9,998,1012.1,1014.6,1016.8,3.7,11.4,16.6,357,6,18,24.9,358,6.2,18.8,25.7,359,1.37,0,0,63,100,0,206.5,696.4,4955.7,15,0
4,US,9/22/2021,265,64,72.2,81.4,55.2,58.6,61.8,42.7,46,48.3,64.3,72.5,80.5,64.3,72.2,80.5,64.3,72.5,80.5,26,41,54,6,6.8,7.3,992.9,995.9,998.9,1011.5,1014.6,1017.7,2.8,5.9,7.7,5,4,9.3,12.4,8,4.1,9.7,13.3,9,0,0,0,0,0,0,263.5,806.3,6324.2,5,0
4,US,9/23/2021,266,66.6,77.6,90.5,56.4,61.5,66.3,44.5,47.2,50.6,66.6,78,89.3,66.6,77.6,89.3,66.6,78,89.3,21,36,51,6.5,7.1,8.1,989.2,991.7,993.5,1007.6,1010.3,1012.3,6.1,9.5,15.7,201,10.3,15.8,27,201,10.9,16.7,28.4,201,0,0,0,0,0,0,258.1,789.5,6193.9,15,0
4,US,9/24/2021,267,70.2,80.5,91.9,60.8,64.8,68,47.1,52.9,61.4,76,82.1,91.8,70.6,80.5,91.8,76,82.1,91.8,22,41,59,7.2,8.9,11.9,990.7,992.2,993.7,1009.2,1010.7,1012.3,10.5,13.3,15,179,18.2,22.1,26,181,19.3,23.2,27.4,181,0,0,0,0,2,0,259.8,797.5,6235.1,15,0
5,US,9/10/2021,253,74.4,84.2,94.9,59.9,64.6,69.4,45.5,47.5,50.6,76,84.4,94.7,74.6,84.2,94.7,76,84.4,94.7,20,29,37,6.6,7.2,8.1,995.7,998.2,1000.6,1014.1,1016.8,1019.2,4.2,6.9,9,155,8.3,11,15.4,156,8.9,11.6,16.4,156,0,0,0,0,0,0,279.5,901.8,6708.4,0,0
5,US,9/11/2021,254,74.7,84.8,94.8,60.2,65.4,69.7,46.7,49.5,56.6,76.2,85,94.8,74.9,84.8,94.8,76.2,85,94.8,21,31,43,7,7.8,10,996.3,998.3,1000.4,1014.7,1016.9,1019.1,5.2,7.7,9.3,170,8.9,12.4,16,172,9.3,13.1,17.2,172,0,0,0,0,0,0,278.1,898.2,6674.6,0,0
5,US,9/12/2021,255,74.2,84,93.7,62,66.4,68.5,42.1,52.3,62.3,77.3,84.6,93.7,74.3,84,93.7,77.3,84.6,93.7,17,36,64,5.9,8.8,12.1,996.3,998.5,1000.9,1014.7,1017.1,1019.6,3.7,7.2,9.9,169,8.3,11.3,17,172,9.1,11.9,18,173,0,0,0,1,24,0,278.6,900.9,6685.8,0,0
5,US,9/13/2021,256,75,82.4,94.2,68.4,71.4,73.5,61.4,66,69.6,78.7,85.1,95.6,75.1,82.4,93.8,78.7,85.1,95.6,36,60,83,11.9,14,15.7,992.6,995.5,998.1,1011,1014.1,1016.7,7.6,10.4,16.1,143,10.7,15.6,24.6,145,11,16.1,25.6,145,0,0,0,23,100,0,220.5,872.5,5293,15,0
5,US,9/14/2021,257,74.2,81,89.6,70.3,72,73.8,65.6,67.8,69.8,78.1,84.3,92.4,74.3,81,89.5,78.1,84.3,92.4,45,66,85,13.9,14.9,15.8,989.4,992.1,994.2,1007.7,1010.6,1012.8,6,9.2,13.3,162,8.7,13.8,21.4,164,8.9,14.2,22.4,164,0,0,45,89,100,0,147.8,689.8,3547.6,15,0
